#{"t_start": 1756308190.024125, "env_id": "ALE/Breakout-v5"}
r,l,t
28.0,889,3408.331285
40.0,870,3409.420096
9.0,442,3409.980083
10.0,495,3410.600935
25.0,869,3411.684881
30.0,1023,3412.970368
15.0,680,3413.830728
34.0,874,3414.932483
18.0,661,3415.764265
14.0,614,3416.533877
39.0,1104,3417.926662
13.0,646,3418.753197
18.0,749,3419.692236
11.0,533,3420.360327
18.0,574,3421.077067
43.0,1072,3422.40715
25.0,943,3423.603494
38.0,995,3424.855251
24.0,816,3425.882006
9.0,432,3426.426494
22.0,749,3427.369033
47.0,1125,3428.814515
26.0,941,3429.990469
12.0,515,3430.63811
10.0,488,3431.25167
3.0,229,3431.535815
22.0,661,3432.357782
28.0,857,3433.428314
24.0,731,3434.341985
27.0,740,3435.263988
19.0,746,3436.197344
28.0,1091,3437.564309
54.0,1390,3439.319151
24.0,700,3440.195798
39.0,1120,3441.597751
26.0,728,3442.515464
15.0,635,3443.310175
33.0,1809,3445.573944
29.0,1023,3446.863979
34.0,1314,3448.527713
23.0,929,3449.692876
29.0,794,3450.695892
26.0,987,3451.942169
14.0,638,3452.748543
34.0,1059,3454.090084
16.0,721,3455.000196
23.0,815,3456.028778
53.0,1357,3457.732247
30.0,817,3458.76659
30.0,861,3459.830366
43.0,799,3460.831261
10.0,503,3461.466162
10.0,505,3462.097857
22.0,798,3463.097355
26.0,781,3464.077093
32.0,1103,3465.445375
32.0,790,3466.415466
31.0,855,3467.467656
20.0,848,3468.521204
5.0,358,3468.986941
11.0,556,3469.679507
12.0,555,3470.374635
38.0,1567,3472.315264
29.0,695,3473.182997
34.0,934,3474.347774
30.0,990,3475.581508
26.0,850,3476.647739
41.0,1073,3477.985513
24.0,840,3479.054636
40.0,1128,3480.4519
30.0,806,3481.451205
39.0,886,3482.548808
56.0,1330,3484.198733
31.0,900,3485.315999
39.0,974,3486.536649
46.0,1168,3488.00085
29.0,881,3489.106886
27.0,627,3489.910249
32.0,1367,3491.615044
23.0,849,3492.675693
19.0,782,3493.646173
17.0,699,3494.530548
39.0,1500,3496.392534
18.0,695,3497.259711
34.0,1105,3498.643
39.0,2500,3501.778431
25.0,989,3503.009033
15.0,538,3503.676209
21.0,659,3504.502803
15.0,635,3505.30649
39.0,1378,3507.039439
21.0,637,3507.843244
21.0,709,3508.737894
47.0,1007,3510.023498
43.0,1049,3511.334323
41.0,1076,3512.681575
39.0,1234,3514.224797
22.0,819,3515.255354
36.0,1118,3516.658141
14.0,604,3517.415164
25.0,782,3518.395892
32.0,2720,3521.78739
17.0,636,3522.576672
21.0,765,3523.522532
8.0,412,3524.036733
10.0,464,3524.615304
32.0,2236,3527.38872
37.0,956,3528.586719
10.0,500,3529.213186
32.0,1151,3530.681399
13.0,533,3531.349742
20.0,829,3532.383186
41.0,1232,3533.918859
18.0,923,3535.07779
43.0,1616,3537.104149
39.0,1373,3538.824239
28.0,1197,3540.353993
28.0,977,3541.584713
28.0,952,3542.773662
35.0,1049,3544.079599
38.0,1025,3545.36301
21.0,688,3546.231398
15.0,677,3547.085987
44.0,1190,3548.57846
32.0,1033,3549.876332
21.0,687,3550.757939
43.0,1115,3552.155487
43.0,1187,3553.638533
32.0,686,3554.495992
37.0,1280,3556.106259
41.0,1228,3557.650806
17.0,747,3558.586938
38.0,923,3559.746419
45.0,2603,3563.019859
29.0,936,3564.197851
30.0,985,3565.42838
17.0,766,3566.393762
49.0,1419,3568.157677
24.0,720,3569.048759
36.0,1007,3570.292193
25.0,718,3571.199506
19.0,793,3572.190208
17.0,620,3572.971202
40.0,1257,3574.553954
30.0,895,3575.673875
10.0,591,3576.418875
22.0,959,3577.61732
43.0,1174,3579.083504
25.0,747,3580.023262
15.0,694,3580.914321
28.0,1010,3582.172898
44.0,1963,3584.609177
18.0,685,3585.461925
17.0,713,3586.357027
15.0,615,3587.123875
12.0,531,3587.780065
24.0,806,3588.790079
43.0,1423,3590.567788
25.0,1004,3591.855447
36.0,944,3593.04411
23.0,881,3594.14986
38.0,1106,3595.53979
41.0,2369,3598.504092
53.0,1360,3600.204966
28.0,1325,3601.888729
33.0,987,3603.121781
23.0,801,3604.122748
36.0,2066,3606.701302
42.0,1051,3608.019479
25.0,799,3609.01652
30.0,831,3610.063456
15.0,439,3610.612092
22.0,1341,3612.309544
10.0,403,3612.815322
29.0,937,3613.999562
26.0,881,3615.092006
14.0,1267,3616.669876
14.0,507,3617.304881
25.0,754,3618.249422
21.0,783,3619.228995
17.0,734,3620.136665
17.0,654,3620.949461
27.0,985,3622.182693
28.0,720,3623.104742
29.0,1806,3625.361566
60.0,1087,3626.732078
42.0,1246,3628.310863
41.0,1436,3630.114132
15.0,669,3630.958486
15.0,689,3631.827911
15.0,531,3632.514453
19.0,993,3633.75962
24.0,762,3634.721312
53.0,1556,3636.672745
27.0,822,3637.702502
29.0,968,3638.912255
56.0,1233,3640.449313
21.0,724,3641.355657
16.0,702,3642.236396
32.0,935,3643.417934
25.0,716,3644.312728
23.0,1503,3646.182517
32.0,1013,3647.447909
49.0,1263,3649.025052
41.0,1107,3650.40335
26.0,762,3651.357961
38.0,1047,3652.664913
50.0,1120,3654.090445
17.0,683,3654.951372
26.0,881,3656.039355
16.0,741,3656.970982
17.0,685,3657.830583
15.0,710,3658.732327
13.0,559,3659.437032
23.0,716,3660.334543
58.0,1381,3662.06153
22.0,2071,3664.651706
31.0,1268,3666.235842
30.0,820,3667.265865
22.0,791,3668.263407
27.0,983,3669.49019
42.0,996,3670.736136
28.0,889,3671.847783
24.0,885,3672.954295
23.0,729,3673.886647
34.0,1081,3675.238168
16.0,640,3676.035269
19.0,836,3677.084667
30.0,1088,3678.453182
32.0,885,3679.561024
21.0,698,3680.437135
48.0,1953,3682.873736
43.0,1045,3684.203874
25.0,781,3685.185399
18.0,491,3685.801255
16.0,651,3686.618997
18.0,647,3687.432549
60.0,1156,3688.890481
21.0,677,3689.750088
35.0,834,3690.798631
30.0,827,3691.841083
21.0,883,3692.957928
17.0,645,3693.780966
41.0,2079,3696.384664
28.0,846,3697.442212
28.0,902,3698.570216
42.0,1451,3700.376726
32.0,932,3701.544708
17.0,746,3702.478728
19.0,772,3703.445971
28.0,848,3704.552802
12.0,415,3705.077366
32.0,924,3706.235749
45.0,1716,3708.370625
16.0,759,3709.333269
10.0,499,3709.965016
9.0,468,3710.557861
13.0,577,3711.2846
16.0,634,3712.081153
27.0,906,3713.209521
37.0,1547,3715.139073
20.0,663,3715.960922
15.0,579,3716.677246
13.0,489,3717.284034
33.0,954,3718.462274
24.0,874,3719.552552
14.0,622,3720.335432
22.0,970,3721.554207
19.0,730,3722.458328
13.0,798,3723.45875
23.0,779,3724.448232
29.0,1426,3726.230436
25.0,863,3727.310716
15.0,653,3728.129243
31.0,1053,3729.451782
17.0,722,3730.360333
4.0,327,3730.772547
44.0,1214,3732.294563
20.0,745,3733.230186
17.0,765,3734.190856
55.0,1396,3735.944884
16.0,709,3736.834784
38.0,884,3737.939868
51.0,1310,3739.576971
41.0,1294,3741.200777
53.0,1082,3742.555654
41.0,1142,3743.995709
42.0,1963,3746.445654
37.0,1019,3747.708845
19.0,799,3748.703789
22.0,1170,3750.170774
23.0,792,3751.158166
11.0,528,3751.820889
15.0,751,3752.762425
25.0,991,3754.00176
33.0,985,3755.244682
14.0,619,3756.021863
40.0,1333,3757.695201
22.0,817,3758.726365
22.0,788,3759.71717
35.0,1155,3761.173269
25.0,1028,3762.456968
20.0,848,3763.520623
28.0,1000,3764.772364
18.0,940,3765.965178
17.0,781,3766.945994
24.0,679,3767.797869
35.0,1074,3769.141187
22.0,860,3770.217928
21.0,726,3771.13135
29.0,1141,3772.557153
20.0,716,3773.454971
30.0,845,3774.514464
27.0,927,3775.694906
19.0,861,3776.777451
23.0,771,3777.746553
28.0,838,3778.800964
15.0,754,3779.750281
38.0,898,3780.882482
24.0,909,3782.021658
27.0,963,3783.22457
28.0,879,3784.326877
22.0,1175,3785.796882
14.0,735,3786.70346
12.0,546,3787.379518
13.0,582,3788.099098
31.0,933,3789.252754
27.0,1053,3790.558873
38.0,1062,3791.872734
39.0,1791,3794.074883
13.0,581,3794.797038
33.0,1081,3796.144902
36.0,1089,3797.505953
43.0,1166,3798.957721
26.0,846,3800.012868
38.0,970,3801.218474
21.0,784,3802.186777
17.0,752,3803.116634
27.0,876,3804.199309
17.0,661,3805.019776
25.0,854,3806.09503
28.0,1295,3807.690386
33.0,1143,3809.128528
29.0,652,3809.95086
44.0,1125,3811.370853
19.0,810,3812.39154
13.0,607,3813.160146
44.0,1858,3815.4919
16.0,609,3816.274985
30.0,1527,3818.181004
39.0,1212,3819.699949
27.0,992,3820.978708
27.0,864,3822.061198
39.0,909,3823.194873
35.0,1032,3824.483939
25.0,774,3825.45096
17.0,565,3826.175117
14.0,606,3826.943129
17.0,686,3827.803649
31.0,1285,3829.410607
16.0,699,3830.289736
21.0,525,3830.950796
32.0,920,3832.11738
8.0,515,3832.764723
44.0,1118,3834.158141
58.0,1280,3835.7601
38.0,944,3836.97312
23.0,706,3837.859657
25.0,865,3838.947053
40.0,2123,3841.600487
32.0,1081,3842.93559
33.0,1061,3844.239473
23.0,776,3845.213359
31.0,1814,3847.493109
34.0,1229,3849.010346
41.0,1527,3850.892515
35.0,764,3851.850015
28.0,887,3852.964749
21.0,800,3853.973334
23.0,726,3854.882929
22.0,785,3855.858477
60.0,1445,3857.670626
32.0,962,3858.864008
24.0,841,3859.906886
21.0,746,3860.830613
14.0,714,3861.719193
38.0,1071,3863.049403
31.0,923,3864.194411
13.0,562,3864.887547
14.0,837,3865.924289
54.0,1305,3867.553729
36.0,1247,3869.120203
19.0,904,3870.256768
43.0,1072,3871.597186
24.0,836,3872.649135
20.0,732,3873.564574
54.0,1279,3875.165222
20.0,734,3876.084392
33.0,929,3877.271694
22.0,798,3878.267992
19.0,667,3879.103243
11.0,547,3879.790681
26.0,770,3880.749074
30.0,1102,3882.138792
26.0,838,3883.189906
15.0,549,3883.883114
30.0,953,3885.085228
27.0,997,3886.318196
20.0,657,3887.147041
19.0,684,3887.997534
19.0,987,3889.227839
18.0,621,3890.006923
22.0,677,3890.855748
28.0,954,3892.052525
35.0,1158,3893.505071
25.0,776,3894.474188
9.0,311,3894.864431
29.0,858,3895.934077
24.0,863,3897.015578
13.0,540,3897.720848
16.0,692,3898.590371
63.0,1331,3900.244411
12.0,552,3900.940078
17.0,765,3901.900252
32.0,1016,3903.180146
18.0,700,3904.055618
34.0,877,3905.157694
20.0,701,3906.040265
11.0,704,3906.921967
48.0,1098,3908.320717
23.0,813,3909.347162
16.0,875,3910.444853
34.0,934,3911.618289
17.0,645,3912.429693
20.0,747,3913.387088
19.0,729,3914.308011
30.0,691,3915.177389
15.0,720,3916.081112
45.0,1298,3917.718099
15.0,651,3918.523938
30.0,1927,3920.892016
32.0,1258,3922.466077
64.0,1485,3924.30785
20.0,613,3925.07889
31.0,800,3926.084433
35.0,1072,3927.43331
39.0,1104,3928.836837
20.0,704,3929.717098
22.0,1297,3931.341575
25.0,1072,3932.689713
22.0,813,3933.727456
11.0,546,3934.413746
24.0,2179,3937.11791
25.0,866,3938.222528
17.0,757,3939.180266
40.0,1152,3940.630325
40.0,943,3941.813714
35.0,1035,3943.119903
25.0,754,3944.072576
35.0,922,3945.225983
31.0,1006,3946.480726
31.0,1793,3948.756249
24.0,688,3949.628215
33.0,760,3950.588274
21.0,750,3951.533884
22.0,645,3952.347566
34.0,994,3953.602421
13.0,582,3954.33629
16.0,723,3955.247074
18.0,728,3956.164565
26.0,644,3956.979308
23.0,707,3957.87099
80.0,1544,3959.82782
18.0,756,3960.770645
29.0,874,3961.861269
32.0,957,3963.058855
23.0,1112,3964.453209
16.0,652,3965.280135
12.0,630,3966.07476
14.0,616,3966.847413
18.0,772,3967.820993
27.0,814,3968.844945
30.0,945,3970.071864
18.0,624,3970.860781
27.0,951,3972.060101
23.0,577,3972.785194
21.0,759,3973.736948
26.0,831,3974.79168
15.0,681,3975.647082
24.0,1331,3977.314134
29.0,1140,3978.752668
23.0,708,3979.670903
29.0,857,3980.752621
24.0,869,3981.846226
33.0,986,3983.092381
14.0,665,3983.929157
23.0,876,3985.037855
22.0,737,3985.965729
15.0,1000,3987.221627
20.0,713,3988.120378
57.0,1324,3989.770812
21.0,803,3990.782099
27.0,907,3991.918648
32.0,1181,3993.39863
23.0,914,3994.544674
26.0,864,3995.633959
30.0,789,3996.626771
20.0,927,3997.791683
31.0,983,3999.023344
18.0,837,4000.093201
23.0,885,4001.20174
20.0,900,4002.327445
50.0,1358,4004.023459
9.0,428,4004.556755
30.0,910,4005.704521
20.0,757,4006.650531
40.0,1120,4008.059291
13.0,548,4008.747956
29.0,890,4009.870076
45.0,1038,4011.191712
40.0,1228,4012.741673
38.0,1035,4014.044104
38.0,2352,4016.993642
15.0,548,4017.684283
15.0,559,4018.38733
28.0,966,4019.602695
20.0,732,4020.535737
13.0,616,4021.307774
17.0,681,4022.156137
33.0,1664,4024.223616
37.0,894,4025.347764
14.0,567,4026.051703
26.0,622,4026.821617
46.0,1086,4028.17545
20.0,786,4029.161203
41.0,1057,4030.482621
30.0,1393,4032.241812
15.0,550,4032.931155
12.0,559,4033.635232
18.0,618,4034.407411
16.0,640,4035.208565
25.0,853,4036.282557
18.0,746,4037.214891
28.0,943,4038.394054
22.0,891,4039.501896
35.0,1054,4040.841788
17.0,670,4041.673106
16.0,711,4042.553499
46.0,1133,4043.955175
56.0,1530,4045.846002
15.0,672,4046.682056
46.0,1149,4048.118504
23.0,538,4048.795361
19.0,678,4049.647405
29.0,862,4050.740054
21.0,803,4051.746607
27.0,815,4052.763757
19.0,908,4053.901138
40.0,1026,4055.191105
35.0,1511,4057.092568
32.0,946,4058.280199
26.0,809,4059.290603
22.0,721,4060.19579
33.0,974,4061.42449
9.0,487,4062.035369
27.0,779,4063.009246
28.0,1003,4064.262666
50.0,2230,4067.039088
30.0,858,4068.10795
12.0,606,4068.867996
26.0,904,4069.996754
24.0,1810,4072.262306
20.0,707,4073.145516
24.0,1275,4074.731643
16.0,621,4075.511501
26.0,603,4076.274172
35.0,1046,4077.594093
26.0,1214,4079.121019
24.0,784,4080.114692
18.0,1027,4081.406852
13.0,472,4082.029416
25.0,2047,4084.593169
10.0,507,4085.236074
40.0,1686,4087.356792
33.0,768,4088.32424
15.0,658,4089.151584
27.0,859,4090.22952
23.0,941,4091.409362
20.0,592,4092.167356
34.0,951,4093.3557
40.0,1243,4094.918859
38.0,1181,4096.402217
22.0,886,4097.524067
39.0,985,4098.764395
22.0,804,4099.779523
25.0,899,4100.904668
42.0,1229,4102.469833
21.0,872,4103.565456
39.0,1067,4104.915417
9.0,430,4105.458239
24.0,871,4106.55528
28.0,1147,4107.992978
20.0,694,4108.868015
23.0,711,4109.759728
31.0,1108,4111.141181
30.0,996,4112.406422
29.0,778,4113.383621
33.0,1175,4114.86305
23.0,738,4115.795895
36.0,1472,4117.648111
40.0,1263,4119.24136
17.0,1640,4121.296177
23.0,791,4122.310525
25.0,1024,4123.600004
26.0,1398,4125.347029
10.0,439,4125.900773
25.0,814,4126.922315
27.0,926,4128.097379
16.0,663,4128.935239
43.0,1172,4130.400476
44.0,1152,4131.850364
24.0,650,4132.702634
42.0,1446,4134.510293
22.0,754,4135.451079
34.0,1561,4137.405363
34.0,1062,4138.735026
45.0,1032,4140.032895
75.0,1438,4141.836527
63.0,1569,4143.811267
33.0,932,4144.978642
22.0,922,4146.137922
31.0,994,4147.389742
36.0,1298,4149.021069
33.0,868,4150.113943
18.0,791,4151.108626
7.0,506,4151.748326
13.0,638,4152.554303
35.0,1058,4153.903147
11.0,567,4154.619537
19.0,642,4155.432595
27.0,899,4156.565469
15.0,724,4157.475479
26.0,861,4158.566106
10.0,503,4159.200251
25.0,853,4160.267442
34.0,1053,4161.585681
15.0,653,4162.400506
37.0,954,4163.620865
19.0,708,4164.50114
17.0,587,4165.236035
19.0,825,4166.267283
36.0,984,4167.502867
11.0,537,4168.18668
41.0,1034,4169.493462
23.0,684,4170.352949
27.0,925,4171.507702
20.0,806,4172.510935
13.0,569,4173.234614
38.0,1743,4175.404494
26.0,951,4176.599161
44.0,825,4177.631386
13.0,638,4178.444819
21.0,881,4179.564297
14.0,650,4180.381377
24.0,869,4181.473119
32.0,1005,4182.729608
21.0,1541,4184.668745
19.0,608,4185.433046
30.0,813,4186.456051
18.0,799,4187.457653
31.0,1214,4188.98786
43.0,957,4190.200839
26.0,836,4191.244267
33.0,1024,4192.530733
48.0,1036,4193.855249
28.0,1008,4195.122008
13.0,574,4195.847545
68.0,2272,4198.686921
32.0,667,4199.525885
45.0,1829,4201.81378
19.0,628,4202.605202
12.0,629,4203.400056
29.0,871,4204.511628
63.0,1373,4206.217083
38.0,1084,4207.57201
12.0,567,4208.289819
25.0,740,4209.227612
17.0,750,4210.162884
27.0,868,4211.2483
29.0,775,4212.219113
25.0,1156,4213.660883
7.0,388,4214.17466
28.0,735,4215.101275
15.0,589,4215.842452
18.0,716,4216.742701
23.0,808,4217.759521
17.0,637,4218.561901
28.0,763,4219.525242
22.0,2551,4222.680751
22.0,1444,4224.497874
23.0,639,4225.30339
14.0,609,4226.071357
30.0,672,4226.918056
26.0,726,4227.831301
10.0,540,4228.514293
30.0,711,4229.417659
21.0,668,4230.263179
23.0,712,4231.157101
12.0,569,4231.875005
27.0,1122,4233.289569
17.0,788,4234.29553
20.0,879,4235.402952
23.0,838,4236.461367
12.0,555,4237.163279
19.0,681,4238.019355
22.0,803,4239.02782
21.0,782,4240.017405
32.0,740,4240.949281
21.0,1047,4242.264759
26.0,783,4243.251329
18.0,912,4244.415214
12.0,555,4245.111831
36.0,1074,4246.463717
17.0,655,4247.286938
17.0,622,4248.070672
29.0,933,4249.242677
25.0,761,4250.20826
26.0,889,4251.327822
28.0,891,4252.450822
30.0,821,4253.483561
31.0,1008,4254.774629
33.0,1010,4256.033548
30.0,802,4257.037151
39.0,1014,4258.30915
39.0,1575,4260.293609
32.0,1098,4261.666198
25.0,946,4262.849622
35.0,1175,4264.312904
31.0,980,4265.540275
26.0,848,4266.60018
19.0,1441,4268.397378
42.0,1206,4269.912889
40.0,1094,4271.279692
37.0,946,4272.462915
11.0,526,4273.121529
32.0,922,4274.277462
20.0,756,4275.267919
24.0,637,4276.070962
13.0,710,4276.956725
20.0,710,4277.847599
22.0,746,4278.787185
22.0,1089,4280.143345
28.0,701,4281.01217
16.0,685,4281.862476
15.0,613,4282.632851
45.0,1026,4283.91496
31.0,822,4284.942536
53.0,1229,4286.499218
30.0,748,4287.440731
14.0,536,4288.111501
38.0,1007,4289.376192
21.0,641,4290.189787
19.0,651,4291.010406
36.0,1055,4292.326475
14.0,659,4293.154933
41.0,1303,4294.78602
36.0,898,4295.937007
16.0,679,4296.790767
21.0,913,4297.934456
18.0,617,4298.706659
28.0,980,4299.9361
30.0,980,4301.16871
47.0,941,4302.342144
24.0,884,4303.457888
19.0,778,4304.430025
42.0,1190,4305.925732
22.0,795,4306.908864
36.0,1023,4308.177028
61.0,1323,4309.813383
22.0,818,4310.826778
26.0,996,4312.058768
31.0,886,4313.155001
65.0,1399,4314.905766
17.0,802,4315.949033
22.0,661,4316.782923
38.0,920,4317.930135
32.0,1027,4319.212549
9.0,494,4319.834399
23.0,725,4320.74503
9.0,567,4321.455843
19.0,765,4322.41079
30.0,870,4323.497462
26.0,1288,4325.11501
20.0,1326,4326.795015
34.0,1477,4328.644804
19.0,699,4329.525013
23.0,933,4330.700791
14.0,680,4331.564306
24.0,942,4332.732135
30.0,1002,4333.971334
32.0,897,4335.080292
25.0,879,4336.193516
36.0,960,4337.410779
28.0,1177,4338.89052
20.0,833,4339.939854
17.0,785,4340.928923
26.0,1037,4342.235974
22.0,895,4343.354289
25.0,808,4344.361104
35.0,1052,4345.68094
21.0,849,4346.77715
12.0,587,4347.520178
27.0,976,4348.745196
27.0,797,4349.739049
61.0,1757,4351.93714
28.0,880,4353.040674
24.0,825,4354.075791
26.0,855,4355.14167
20.0,733,4356.061179
6.0,396,4356.565282
41.0,998,4357.813612
14.0,589,4358.548236
27.0,930,4359.719643
25.0,893,4360.843965
41.0,1525,4362.749503
47.0,1170,4364.207455
35.0,1193,4365.707623
23.0,779,4366.685981
30.0,993,4367.946675
34.0,1555,4369.887903
31.0,713,4370.788872
21.0,840,4371.84385
26.0,758,4372.79917
37.0,1137,4374.226909
19.0,728,4375.148255
16.0,671,4375.994537
30.0,757,4376.965282
59.0,1600,4378.966319
26.0,958,4380.168618
42.0,1126,4381.605078
26.0,705,4382.49336
23.0,759,4383.441224
22.0,747,4384.379752
22.0,812,4385.40199
35.0,1095,4386.774435
33.0,868,4387.8934
44.0,1140,4389.315899
34.0,964,4390.520933
17.0,781,4391.499696
17.0,778,4392.475038
9.0,453,4393.049087
26.0,834,4394.09265
29.0,786,4395.092917
22.0,886,4396.20853
25.0,842,4397.273782
34.0,1105,4398.68135
29.0,1104,4400.071825
32.0,944,4401.262252
29.0,914,4402.414271
34.0,976,4403.640586
40.0,1126,4405.039665
24.0,877,4406.12886
21.0,715,4407.024002
12.0,566,4407.744776
14.0,589,4408.48356
24.0,966,4409.689208
28.0,965,4410.893373
27.0,1076,4412.240307
33.0,870,4413.349306
33.0,1566,4415.308494
25.0,853,4416.380605
47.0,2754,4419.828724
47.0,1140,4421.258088
29.0,924,4422.418025
20.0,690,4423.293943
21.0,764,4424.249969
9.0,440,4424.802967
51.0,1166,4426.25684
35.0,983,4427.484543
24.0,912,4428.63165
30.0,1077,4429.976219
12.0,529,4430.637653
11.0,524,4431.295107
16.0,552,4431.985903
11.0,499,4432.609124
45.0,1181,4434.091389
40.0,1236,4435.631345
10.0,533,4436.296762
21.0,696,4437.167398
18.0,729,4438.095703
20.0,775,4439.065845
16.0,728,4439.972299
49.0,1226,4441.512295
22.0,851,4442.587472
53.0,1381,4444.320028
